"class","SCINAME.old","SCINAME","Current.RL.status","Current.Criteria","Trace.forspp","MWnotes","category"
"bird","Dasyornis broadbenti","Dasyornis broadbenti","LC","0",1,NA,"LC"
"bird","Deconychura longicauda","Deconychura longicauda","NT","A3c",1,NA,"LC"
"bird","Delothraupis castaneoventris","Dubusia castaneoventris","LC","0",1,"","LC"
"bird","Deltarhynchus flammulatus","Deltarhynchus flammulatus","LC","0",1,NA,"LC"
"bird","Dendragapus fuliginosus","Dendragapus fuliginosus","LC","0",1,NA,"LC"
"bird","Dendragapus obscurus","Dendragapus obscurus","LC","0",1,NA,"LC"
"bird","Dendrexetastes rufigula","Dendrexetastes rufigula","LC","0",1,NA,"LC"
"bird","Dendrocincla anabatina","Dendrocincla anabatina","LC","0",1,NA,"LC"
"bird","Dendrocincla fuliginosa","Dendrocincla fuliginosa","LC","0",1,NA,"LC"
"bird","Dendrocincla homochroa","Dendrocincla homochroa","LC","0",1,NA,"LC"
"bird","Dendrocincla merula","Dendrocincla merula","LC","0",1,NA,"LC"
"bird","Dendrocincla tyrannina","Dendrocincla tyrannina","LC","0",1,NA,"LC"
"bird","Dendrocitta bayleyi","Dendrocitta bayleii","NT","B1ab(i,ii,iii,iv,v)",1,"","VU"
"bird","Dendrocitta formosae","Dendrocitta formosae","LC","0",1,NA,"LC"
"bird","Dendrocitta frontalis","Dendrocitta frontalis","LC","0",1,NA,"LC"
"bird","Dendrocitta leucogastra","Dendrocitta leucogastra","LC","0",1,NA,"LC"
"bird","Dendrocitta occipitalis","Dendrocitta occipitalis","LC","0",1,NA,"LC"
"bird","Dendrocitta vagabunda","Dendrocitta vagabunda","LC","0",1,NA,"LC"
"bird","Dendrocolaptes certhia","Dendrocolaptes certhia","LC","0",1,NA,"LC"
"bird","Dendrocolaptes hoffmannsi","Dendrocolaptes hoffmannsi","VU","A3c",1,NA,"VU"
"bird","Dendrocolaptes picumnus","Dendrocolaptes picumnus","LC","0",1,NA,"LC"
"bird","Dendrocolaptes platyrostris","Dendrocolaptes platyrostris","LC","0",1,NA,"LC"
"bird","Dendrocolaptes sanctithomae","Dendrocolaptes sanctithomae","LC","0",1,NA,"LC"
"bird","Dendrocopos analis","Dendrocopos analis","LC","0",1,NA,"LC"
"bird","Dendrocopos assimilis","Dendrocopos assimilis","LC","0",1,NA,"LC"
"bird","Dendrocopos atratus","Dendrocopos atratus","LC","0",1,NA,"LC"
"bird","Dendrocopos darjellensis","Dendrocopos darjellensis","LC","0",1,NA,"LC"
"bird","Dendrocopos himalayensis","Dendrocopos himalayensis","LC","0",1,NA,"LC"
"bird","Dendrocopos hyperythrus","Dendrocopos hyperythrus","LC","0",1,NA,"LC"
"bird","Dendrocopos leucopterus","Dendrocopos leucopterus","LC","0",1,NA,"LC"
"bird","Dendrocopos leucotos","Dendrocopos leucotos","LC","0",1,NA,"LC"
"bird","Dendrocopos macei","Dendrocopos macei","LC","0",1,NA,"LC"
"bird","Dendrocopos major","Dendrocopos major","LC","0",1,NA,"LC"
"bird","Dendrocopos noguchii","Dendrocopos noguchii","CR","C2a(ii)",1,NA,"CR"
"bird","Dendrocopos owstoni","Dendrocopos owstoni","NT","D1",1,NA,"NT"
"bird","Dendrocopos syriacus","Dendrocopos syriacus","LC","0",1,NA,"LC"
"bird","Dendrocygna arborea","Dendrocygna arborea","VU","B2ab(i,ii,iii,iv)",1,NA,"VU"
"bird","Dendroica adelaidae","Setophaga adelaidae","LC","0",1,"","LC"
"bird","Dendroica angelae","Setophaga angelae","VU","D2",1,"","EN"
"bird","Dendroica caerulescens","Setophaga caerulescens","LC","0",1,"","LC"
"bird","Dendroica castanea","Setophaga castanea","LC","0",1,"","LC"
"bird","Dendroica cerulea","Setophaga cerulea","VU","A2c+3c+4c",1,"","VU"
"bird","Dendroica chrysoparia","Setophaga chrysoparia","EN","B2ab(i,ii,iii,v)",1,"","EN"
"bird","Dendroica coronata","Setophaga coronata","LC","0",1,"","LC"
"bird","Dendroica delicata","Setophaga delicata","LC","0",1,"","LC"
"bird","Dendroica dominica","Setophaga dominica","LC","0",1,"","LC"
"bird","Dendroica flavescens","Setophaga flavescens","NT","B1ab(ii,iii,v); C2a(i)",1,"","NT"
"bird","Dendroica fusca","Setophaga fusca","LC","0",1,"","LC"
"bird","Dendroica graciae","Setophaga graciae","LC","0",1,"","LC"
"bird","Dendroica kirtlandii","Setophaga kirtlandii","NT","C2a(ii);D2",1,"","NT"
"bird","Dendroica magnolia","Setophaga magnolia","LC","0",1,"","LC"
"bird","Dendroica nigrescens","Setophaga nigrescens","LC","0",1,"","LC"
"bird","Dendroica occidentalis","Setophaga occidentalis","LC","0",1,"","LC"
"bird","Dendroica pharetra","Setophaga pharetra","LC","0",1,"","LC"
"bird","Dendroica pinus","Setophaga pinus","LC","0",1,"","LC"
"bird","Dendroica pityophila","Setophaga pityophila","LC","0",1,"","LC"
"bird","Dendroica plumbea","Setophaga plumbea","LC","0",1,"","LC"
"bird","Dendroica striata","Setophaga striata","LC","0",1,"","NT"
"bird","Dendroica subita","Setophaga subita","NT","D1+2",1,"","NT"
"bird","Dendroica tigrina","Setophaga tigrina","LC","0",1,"","LC"
"bird","Dendroica townsendi","Setophaga townsendi","LC","0",1,"","LC"
"bird","Dendroica virens","Setophaga virens","LC","0",1,"","LC"
"bird","Dendronanthus indicus","Dendronanthus indicus","LC","0",1,NA,"LC"
"bird","Dendropicos dorae","Dendropicos dorae","VU","C2a(ii)",1,NA,"NT"
"bird","Dendropicos elliotii","Dendropicos elliotii","LC","0",1,NA,"LC"
"bird","Dendropicos fuscescens","Dendropicos fuscescens","LC","0",1,NA,"LC"
"bird","Dendropicos gabonensis","Dendropicos gabonensis","LC","0",1,NA,"LC"
"bird","Dendropicos goertae","Dendropicos goertae","LC","0",1,NA,"LC"
"bird","Dendropicos griseocephalus","Dendropicos griseocephalus","LC","0",1,NA,"LC"
"bird","Dendropicos johnstoni","Dendropicos johnstoni","LC","0",1,NA,"LC"
"bird","Dendropicos lugubris","Dendropicos lugubris","LC","0",1,NA,"LC"
"bird","Dendropicos poecilolaemus","Dendropicos poecilolaemus","LC","0",1,NA,"LC"
"bird","Dendropicos pyrrhogaster","Dendropicos pyrrhogaster","LC","0",1,NA,"LC"
"bird","Dendropicos spodocephalus","Dendropicos spodocephalus","LC","0",1,NA,"LC"
"bird","Dendropicos xantholophus","Dendropicos xantholophus","LC","0",1,NA,"LC"
"bird","Dendroplex kienerii","Dendroplex kienerii","NT","A3c",1,NA,"NT"
"bird","Dendrortyx barbatus","Dendrortyx barbatus","VU","A2cd+3cd+4cd;B1ab(i,ii,iii,v);C2a(i)",1,NA,"VU"
"bird","Dendrortyx leucophrys","Dendrortyx leucophrys","LC","0",1,NA,"LC"
"bird","Dendrortyx macroura","Dendrortyx macroura","LC","0",1,NA,"LC"
"bird","Deroptyus accipitrinus","Deroptyus accipitrinus","LC","0",1,NA,"LC"
"bird","Dicaeum aeruginosum","Dicaeum agile","LC","0",1,"","LC"
"bird","Dicaeum agile","Dicaeum agile","LC","0",1,NA,"LC"
"bird","Dicaeum annae","Dicaeum annae","LC","0",1,NA,"LC"
"bird","Dicaeum anthonyi","Dicaeum anthonyi","NT","B1ab(iii);C1+2a(i)",1,NA,"NT"
"bird","Dicaeum australe","Dicaeum australe","LC","0",1,NA,"LC"
"bird","Dicaeum bicolor","Dicaeum bicolor","LC","0",1,NA,"LC"
"bird","Dicaeum celebicum","Dicaeum celebicum","LC","0",1,NA,"LC"
"bird","Dicaeum chrysorrheum","Dicaeum chrysorrheum","LC","0",1,NA,"LC"
"bird","Dicaeum concolor","Dicaeum concolor","LC","0",1,NA,"LC"
"bird","Dicaeum cruentatum","Dicaeum cruentatum","LC","0",1,NA,"LC"
"bird","Dicaeum erythrorhynchos","Dicaeum erythrorhynchos","LC","0",1,NA,"LC"
"bird","Dicaeum everetti","Dicaeum everetti","NT","A2c+3c+4c",1,NA,"NT"
"bird","Dicaeum eximium","Dicaeum eximium","LC","0",1,NA,"LC"
"bird","Dicaeum geelvinkianum","Dicaeum geelvinkianum","LC","0",1,NA,"LC"
"bird","Dicaeum haematostictum","Dicaeum haematostictum","VU","A2c+3c+4c",1,NA,"VU"
"bird","Dicaeum hypoleucum","Dicaeum hypoleucum","LC","0",1,NA,"LC"
"bird","Dicaeum ignipectus","Dicaeum ignipectus","LC","0",1,NA,"LC"
"bird","Dicaeum maugei","Dicaeum maugei","LC","0",1,NA,"LC"
"bird","Dicaeum melanoxanthum","Dicaeum melanozanthum","LC","0",1,"","LC"
"bird","Dicaeum monticolum","Dicaeum monticolum","LC","0",1,NA,"LC"
"bird","Dicaeum nehrkorni","Dicaeum nehrkorni","LC","0",1,NA,"LC"
"bird","Dicaeum nigrilore","Dicaeum nigrilore","LC","0",1,NA,"LC"
"bird","Dicaeum nitidum","Dicaeum nitidum","LC","0",1,NA,"LC"
"bird","Dicaeum pectorale","Dicaeum pectorale","LC","0",1,NA,"LC"
"bird","Dicaeum proprium","Dicaeum proprium","NT","B1ab(iii)",1,NA,"LC"
"bird","Dicaeum pygmaeum","Dicaeum pygmaeum","LC","0",1,NA,"LC"
"bird","Dicaeum quadricolor","Dicaeum quadricolor","CR","B1ab(i,ii,iii,iv,v);C2a(i)",1,NA,"CR"
"bird","Dicaeum retrocinctum","Dicaeum retrocinctum","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v)",1,NA,"VU"
"bird","Dicaeum sanguinolentum","Dicaeum sanguinolentum","LC","0",1,NA,"LC"
"bird","Dicaeum trigonostigma","Dicaeum trigonostigma","LC","0",1,NA,"LC"
"bird","Dicaeum tristrami","Dicaeum tristrami","LC","0",1,NA,"LC"
"bird","Dicaeum vincens","Dicaeum vincens","NT","B1ab(ii,iii)",1,NA,"NT"
"bird","Dicaeum vulneratum","Dicaeum vulneratum","LC","0",1,NA,"LC"
"bird","Dichrozona cincta","Dichrozona cincta","LC","0",1,NA,"LC"
"bird","Dicrurus aeneus","Dicrurus aeneus","LC","0",1,NA,"LC"
"bird","Dicrurus andamanensis","Dicrurus andamanensis","NT","B1ab(ii,iii,v)",1,NA,"LC"
"bird","Dicrurus annectans","Dicrurus annectens","LC","0",1,"","LC"
"bird","Dicrurus atripennis","Dicrurus atripennis","LC","0",1,NA,"LC"
"bird","Dicrurus balicassius","Dicrurus balicassius","LC","0",1,NA,"LC"
"bird","Dicrurus caerulescens","Dicrurus caerulescens","LC","0",1,NA,"LC"
"bird","Dicrurus densus","Dicrurus densus","LC","0",1,NA,"LC"
"bird","Dicrurus forficatus","Dicrurus forficatus","LC","0",1,NA,"LC"
"bird","Dicrurus hottentottus","Dicrurus hottentottus","LC","0",1,NA,"LC"
"bird","Dicrurus ludwigii","Dicrurus ludwigii","LC","0",1,NA,"LC"
"bird","Dicrurus megarhynchus","Dicrurus megarhynchus","NT","B1ab(ii,iii)",1,NA,"NT"
"bird","Dicrurus menagei","Dicrurus menagei","EN","B1ab(ii,iii,v);D",1,NA,"EN"
"bird","Dicrurus montanus","Dicrurus montanus","LC","0",1,NA,"LC"
"bird","Dicrurus paradiseus","Dicrurus paradiseus","LC","0",1,NA,"LC"
"bird","Dicrurus remifer","Dicrurus remifer","LC","0",1,NA,"LC"
"bird","Dicrurus sumatranus","Dicrurus sumatranus","NT","A2c+3c+4c",1,NA,"NT"
"bird","Dicrurus waldenii","Dicrurus waldenii","VU","B1ab(ii,iii,v);D2",1,NA,"VU"
"bird","Didunculus strigirostris","Didunculus strigirostris","CR","C2a(i)",1,NA,"CR"
"bird","Diglossa cyanea","Diglossa cyanea","LC","0",1,NA,"LC"
"bird","Diglossa glauca","Diglossa glauca","LC","0",1,NA,"LC"
"bird","Diglossa indigotica","Diglossa indigotica","LC","0",1,NA,"LC"
"bird","Dinopium benghalense","Dinopium benghalense","LC","0",1,NA,"LC"
"bird","Dinopium everetti","Dinopium everetti","NT","C2a(ii)",1,NA,"NT"
"bird","Dinopium javanense","Dinopium javanense","LC","0",1,NA,"LC"
"bird","Dinopium psarodes","Dinopium psarodes","LC","0",1,NA,"LC"
"bird","Dinopium rafflesii","Dinopium rafflesii","NT","A2c+3c+4c",1,NA,"NT"
"bird","Dinopium shorii","Dinopium shorii","LC","0",1,NA,"LC"
"bird","Dioptrornis brunneus","Melaenornis brunneus","LC","0",1,"","LC"
"bird","Dioptrornis fischeri","Melaenornis fischeri","LC","0",1,"","LC"
"bird","Discosura conversii","Discosura conversii","LC","0",1,NA,"LC"
"bird","Discosura langsdorffi","Discosura langsdorffi","LC","0",1,NA,"LC"
"bird","Discosura longicaudus","Discosura longicaudus","LC","0",1,NA,"LC"
"bird","Discosura popelairii","Discosura popelairii","NT","A3c",1,NA,"NT"
"bird","Doliornis remseni","Doliornis remseni","VU","A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",1,NA,"VU"
"bird","Doliornis sclateri","Doliornis sclateri","VU","C2a(i)",1,NA,"VU"
"bird","Doricha enicura","Doricha enicura","LC","0",1,NA,"LC"
"bird","Doryfera johannae","Doryfera johannae","LC","0",1,NA,"LC"
"bird","Doryfera ludovicae","Doryfera ludovicae","LC","0",1,NA,"LC"
"bird","Drepanoptila holosericea","Drepanoptila holosericea","NT","A3d",1,NA,"NT"
"bird","Dromaeocercus brunneus","Bradypterus brunneus","LC","0",1,"","LC"
"bird","Dromococcyx pavoninus","Dromococcyx pavoninus","LC","0",1,NA,"LC"
"bird","Dromococcyx phasianellus","Dromococcyx phasianellus","LC","0",1,NA,"LC"
"bird","Drymodes superciliaris","Drymodes superciliaris","LC","0",1,NA,"LC"
"bird","Drymophila caudata","Drymophila caudata","LC","0",1,NA,"NT"
"bird","Drymophila devillei","Drymophila devillei","LC","0",1,NA,"LC"
"bird","Drymophila ferruginea","Drymophila ferruginea","LC","0",1,NA,"LC"
"bird","Drymophila genei","Drymophila genei","LC","0",1,NA,"LC"
"bird","Drymophila malura","Drymophila malura","LC","0",1,NA,"LC"
"bird","Drymophila ochropyga","Drymophila ochropyga","NT","A2c+3c+4c",1,NA,"NT"
"bird","Drymophila rubricollis","Drymophila rubricollis","LC","0",1,NA,"LC"
"bird","Drymophila squamata","Drymophila squamata","LC","0",1,NA,"LC"
"bird","Drymotoxeres pucherani","Drymotoxeres pucheranii","NT","A2c+3c+4c",1,"","NT"
"bird","Dryobates cathpharius","Dryobates cathpharius","LC","0",1,NA,"LC"
"bird","Dryobates minor","Dryobates minor","LC","0",1,NA,"LC"
"bird","Dryobates nuttallii","Dryobates nuttallii","LC","0",1,NA,"LC"
"bird","Dryobates pernyii","Dryobates pernyii","LC","0",1,NA,"LC"
"bird","Dryobates pubescens","Dryobates pubescens","LC","0",1,NA,"LC"
"bird","Dryobates scalaris","Dryobates scalaris","LC","0",1,NA,"LC"
"bird","Dryocopus hodgei","Dryocopus hodgei","NT","B1ab(i,ii,iii,v)",1,NA,"VU"
"bird","Dryocopus javensis","Dryocopus javensis","LC","0",1,NA,"LC"
"bird","Dryocopus martius","Dryocopus martius","LC","0",1,NA,"LC"
"bird","Dryoscopus angolensis","Dryoscopus angolensis","LC","0",1,NA,"LC"
"bird","Dryoscopus cubla","Dryoscopus cubla","LC","0",1,NA,"LC"
"bird","Dryoscopus sabini","Dryoscopus sabini","LC","0",1,NA,"LC"
"bird","Dryoscopus senegalensis","Dryoscopus senegalensis","LC","0",1,NA,"LC"
"bird","Dryotriorchis spectabilis","Dryotriorchis spectabilis","LC","0",1,NA,"LC"
"bird","Dubusia taeniata","Dubusia taeniata","LC","0",1,NA,"LC"
"bird","Ducula aenea","Ducula aenea","LC","0",1,NA,"LC"
"bird","Ducula aurorae","Ducula aurorae","EN","D",1,NA,"EN"
"bird","Ducula badia","Ducula badia","LC","0",1,NA,"LC"
"bird","Ducula bakeri","Ducula bakeri","VU","C2a(i)",1,NA,"VU"
"bird","Ducula basilica","Ducula basilica","LC","0",1,NA,"LC"
"bird","Ducula bicolor","Ducula bicolor","LC","0",1,NA,"LC"
"bird","Ducula brenchleyi","Ducula brenchleyi","VU","A2cd+3cd+4cd;C2a(i)",1,NA,"VU"
"bird","Ducula carola","Ducula carola","VU","A2cd+3cd+4cd",1,NA,"VU"
"bird","Ducula chalconota","Ducula chalconota","LC","0",1,NA,"LC"
"bird","Ducula cineracea","Ducula cineracea","EN","B1ab(ii,iii,iv,v)",1,NA,"NT"
"bird","Ducula concinna","Ducula concinna","LC","0",1,NA,"LC"
"bird","Ducula cuprea","Ducula cuprea","LC","0",1,NA,"LC"
"bird","Ducula finschii","Ducula finschii","NT","A2c+3c+4c",1,NA,"NT"
"bird","Ducula forsteni","Ducula forsteni","LC","0",1,NA,"LC"
"bird","Ducula galeata","Ducula galeata","EN","D",1,NA,"EN"
"bird","Ducula geelvinkiana","Ducula geelvinkiana","LC","0",1,NA,"LC"
"bird","Ducula goliath","Ducula goliath","NT","A3d",1,NA,"NT"
"bird","Ducula lacernulata","Ducula lacernulata","LC","0",1,NA,"LC"
"bird","Ducula luctuosa","Ducula luctuosa","LC","0",1,NA,"LC"
"bird","Ducula melanochroa","Ducula melanochroa","LC","0",1,NA,"LC"
"bird","Ducula mindorensis","Ducula mindorensis","EN","C2a(ii)",1,NA,"EN"
"bird","Ducula mullerii","Ducula mullerii","LC","0",1,NA,"LC"
"bird","Ducula myristicivora","Ducula myristicivora","LC","0",1,NA,"LC"
"bird","Ducula neglecta","Ducula neglecta","LC","0",1,NA,"LC"
"bird","Ducula obiensis","Ducula obiensis","LC","0",1,NA,"LC"
"bird","Ducula oceanica","Ducula oceanica","NT","A2bcd+3bcd+4bcd",1,NA,"NT"
"bird","Ducula oenothorax","Ducula oenothorax","NT","C2a(ii)",1,NA,"NT"
"bird","Ducula perspicillata","Ducula perspicillata","LC","0",1,NA,"LC"
"bird","Ducula pickeringii","Ducula pickeringii","VU","B1ab(ii,iii,iv,v)",1,NA,"VU"
"bird","Ducula pinon","Ducula pinon","LC","0",1,NA,"LC"
"bird","Ducula pistrinaria","Ducula pistrinaria","LC","0",1,NA,"LC"
"bird","Ducula poliocephala","Ducula poliocephala","NT","A2cd+3cd+4cd;C2a(i)",1,NA,"NT"
"bird","Ducula radiata","Ducula radiata","LC","0",1,NA,"LC"
"bird","Ducula rosacea","Ducula rosacea","NT","C1",1,NA,"NT"
"bird","Ducula rubricera","Ducula rubricera","NT","A2c+3c+4c",1,NA,"NT"
"bird","Ducula rufigaster","Ducula rufigaster","LC","0",1,NA,"LC"
"bird","Ducula salvadorii","Ducula salvadorii","LC","0",1,NA,"LC"
"bird","Ducula spilorrhoa","Ducula spilorrhoa","LC","0",1,NA,"LC"
"bird","Ducula subflavescens","Ducula subflavescens","NT","A2c+3c+4c",1,NA,"NT"
"bird","Ducula whartoni","Ducula whartoni","NT","D2",1,NA,"NT"
"bird","Ducula zoeae","Ducula zoeae","LC","0",1,NA,"LC"
"bird","Dysithamnus leucostictus","Dysithamnus leucostictus","VU","A3c",1,NA,"VU"
"bird","Dysithamnus mentalis","Dysithamnus mentalis","LC","0",1,NA,"LC"
"bird","Dysithamnus occidentalis","Dysithamnus occidentalis","VU","B1ab(i,ii,iii,v);C2a(i)",1,NA,"VU"
"bird","Dysithamnus plumbeus","Dysithamnus plumbeus","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",1,NA,"VU"
"bird","Dysithamnus puncticeps","Dysithamnus puncticeps","LC","0",1,NA,"LC"
"bird","Dysithamnus stictothorax","Dysithamnus stictothorax","NT","A2c+3c+4c",1,NA,"NT"
"bird","Dysithamnus striaticeps","Dysithamnus striaticeps","LC","0",1,NA,"LC"
"bird","Dysithamnus xanthopterus","Dysithamnus xanthopterus","LC","0",1,NA,"LC"
"bird","Eclectus roratus","Eclectus roratus","LC","0",1,NA,"LC"
"bird","Elaenia albiceps","Elaenia albiceps","LC","0",1,NA,"LC"
"bird","Elaenia dayi","Elaenia dayi","LC","0",1,NA,"LC"
"bird","Elaenia fallax","Elaenia fallax","LC","0",1,NA,"LC"
"bird","Elaenia frantzii","Elaenia frantzii","LC","0",1,NA,"LC"
"bird","Elaenia gigas","Elaenia gigas","LC","0",1,NA,"LC"
"bird","Elaenia martinica","Elaenia martinica","LC","0",1,NA,"LC"
"bird","Elaenia mesoleuca","Elaenia mesoleuca","LC","0",1,NA,"LC"
"bird","Elaenia obscura","Elaenia obscura","LC","0",1,NA,"LC"
"bird","Elaenia pallatangae","Elaenia pallatangae","LC","0",1,NA,"LC"
"bird","Elaenia parvirostris","Elaenia parvirostris","LC","0",1,NA,"LC"
"bird","Elaenia pelzelni","Elaenia pelzelni","LC","0",1,NA,"LC"
"bird","Elaenia spectabilis","Elaenia spectabilis","LC","0",1,NA,"LC"
"bird","Elaenia strepera","Elaenia strepera","LC","0",1,NA,"LC"
"bird","Electron carinatum","Electron carinatum","VU","C2a(i)",1,NA,"VU"
"bird","Electron platyrhynchum","Electron platyrhynchum","LC","0",1,NA,"LC"
"bird","Eleoscytalopus indigoticus","Eleoscytalopus indigoticus","NT","A2c+3c+4c",1,NA,"NT"
"bird","Eleoscytalopus psychopompus","Eleoscytalopus psychopompus","CR","B1ab(i,ii,iii,iv,v)",1,NA,"EN"
"bird","Elminia albicauda","Elminia albicauda","LC","0",1,NA,"LC"
"bird","Elminia albiventris","Elminia albiventris","LC","0",1,NA,"LC"
"bird","Elminia albonotata","Elminia albonotata","LC","0",1,NA,"LC"
"bird","Elminia longicauda","Elminia longicauda","LC","0",1,NA,"LC"
"bird","Elminia nigromitrata","Elminia nigromitrata","LC","0",1,NA,"LC"
"bird","Elvira chionura","Elvira chionura","LC","0",1,NA,"LC"
"bird","Elvira cupreiceps","Elvira cupreiceps","LC","0",1,NA,"LC"
"bird","Emberiza affinis","Emberiza affinis","LC","0",1,NA,"LC"
"bird","Emberiza chrysophrys","Emberiza chrysophrys","LC","0",1,NA,"LC"
"bird","Emberiza leucocephalos","Emberiza leucocephalos","LC","0",1,NA,"LC"
"bird","Emberiza rutila","Emberiza rutila","LC","0",1,NA,"LC"
"bird","Emberiza spodocephala","Emberiza spodocephala","LC","0",1,NA,"LC"
"bird","Emberiza sulphurata","Emberiza sulphurata","VU","C2a(ii)",1,NA,"VU"
"bird","Emberiza tristrami","Emberiza tristrami","LC","0",1,NA,"LC"
"bird","Emberiza variabilis","Emberiza variabilis","LC","0",1,NA,"LC"
"bird","Empidonax affinis","Empidonax affinis","LC","0",1,NA,"LC"
"bird","Empidonax atriceps","Empidonax atriceps","LC","0",1,NA,"LC"
"bird","Empidonax difficilis","Empidonax difficilis","LC","0",1,NA,"LC"
"bird","Empidonax flavescens","Empidonax flavescens","LC","0",1,NA,"LC"
"bird","Empidonax flaviventris","Empidonax flaviventris","LC","0",1,NA,"LC"
"bird","Empidonax hammondii","Empidonax hammondii","LC","0",1,NA,"LC"
"bird","Empidonax minimus","Empidonax minimus","LC","0",1,NA,"LC"
"bird","Empidonax oberholseri","Empidonax oberholseri","LC","0",1,NA,"LC"
"bird","Empidonax occidentalis","Empidonax occidentalis","LC","0",1,NA,"LC"
"bird","Empidonax virescens","Empidonax virescens","LC","0",1,NA,"LC"
"bird","Empidonax wrightii","Empidonax wrightii","LC","0",1,NA,"LC"
"bird","Empidonomus aurantioatrocristatus","Griseotyrannus aurantioatrocristatus","LC","0",1,"","LC"
"bird","Empidonomus varius","Empidonomus varius","LC","0",1,NA,"LC"
"bird","Enicognathus ferrugineus","Enicognathus ferrugineus","LC","0",1,NA,"LC"
"bird","Enicognathus leptorhynchus","Enicognathus leptorhynchus","LC","0",1,NA,"LC"
"bird","Enicurus immaculatus","Enicurus immaculatus","LC","0",1,NA,"LC"
"bird","Enicurus ruficapillus","Enicurus ruficapillus","NT","A2c+3c+4c",1,NA,"NT"
"bird","Enicurus scouleri","Enicurus scouleri","LC","0",1,NA,"LC"
"bird","Enicurus velatus","Enicurus velatus","LC","0",1,NA,"LC"
"bird","Enodes erythrophris","Enodes erythrophris","LC","0",1,NA,"LC"
"bird","Ensifera ensifera","Ensifera ensifera","LC","0",1,NA,"LC"
"bird","Entomodestes coracinus","Entomodestes coracinus","LC","0",1,NA,"LC"
"bird","Entomodestes leucotis","Entomodestes leucotis","LC","0",1,NA,"LC"
"bird","Entomyzon cyanotis","Entomyzon cyanotis","LC","0",1,NA,"LC"
"bird","Eophona migratoria","Eophona migratoria","LC","0",1,NA,"LC"
"bird","Eophona personata","Eophona personata","LC","0",1,NA,"LC"
"bird","Eopsaltria australis","Eopsaltria australis","LC","0",1,NA,"LC"
"bird","Eopsaltria flaviventris","Cryptomicroeca flaviventris","LC","0",1,"","LC"
"bird","Eopsaltria georgiana","Quoyornis georgianus","LC","0",1,"","LC"
"bird","Eopsaltria griseogularis","Eopsaltria griseogularis","LC","0",1,NA,"LC"
"bird","Eopsaltria pulverulenta","Peneoenanthe pulverulenta","LC","0",1,"","LC"
"bird","Eos bornea","Eos bornea","LC","0",1,NA,"LC"
"bird","Eos cyanogenia","Eos cyanogenia","VU","C2a(ii)",1,NA,"VU"
"bird","Eos histrio","Eos histrio","EN","B1ab(i,ii,iii,iv,v)",1,NA,"EN"
"bird","Eos reticulata","Eos reticulata","NT","A3cd;B1ab(iii,v)",1,NA,"NT"
"bird","Eos semilarvata","Eos semilarvata","LC","0",1,NA,"LC"
"bird","Eos squamata","Eos squamata","LC","0",1,NA,"LC"
"bird","Epimachus albertisi","Drepanornis albertisi","LC","0",1,"","LC"
"bird","Epimachus bruijnii","Drepanornis bruijnii","NT","C1",1,"","NT"
"bird","Epimachus fastuosus","Epimachus fastosus","VU","C2a(i)",1,"","LC"
"bird","Epimachus meyeri","Epimachus meyeri","LC","0",1,NA,"LC"
"bird","Epinecrophylla erythrura","Epinecrophylla erythrura","LC","0",1,NA,"LC"
"bird","Epinecrophylla fjeldsaai","Epinecrophylla haematonota","LC","0",1,"","LC"
"bird","Epinecrophylla fulviventris","Epinecrophylla fulviventris","LC","0",1,NA,"LC"
"bird","Epinecrophylla haematonota","Epinecrophylla haematonota","LC","0",1,NA,"LC"
"bird","Epinecrophylla leucophthalma","Epinecrophylla leucophthalma","LC","0",1,NA,"LC"
"bird","Epinecrophylla ornata","Epinecrophylla ornata","LC","0",1,NA,"LC"
"bird","Epinecrophylla spodionota","Epinecrophylla spodionota","LC","0",1,NA,"LC"
"bird","Eremomela atricollis","Eremomela atricollis","LC","0",1,NA,"LC"
"bird","Eremomela badiceps","Eremomela badiceps","LC","0",1,NA,"LC"
"bird","Eremomela turneri","Eremomela turneri","EN","B1ab(i,ii,iii,iv,v)",1,NA,"EN"
"bird","Ergaticus ruber","Cardellina rubra","LC","0",1,"","LC"
"bird","Ergaticus versicolor","Cardellina versicolor","VU","B1ab(i,ii,iii,v)",1,"","VU"
"bird","Eriocnemis aline","Eriocnemis aline","LC","0",1,NA,"LC"
"bird","Eriocnemis cupreoventris","Eriocnemis cupreoventris","NT","A2c+3c+4c",1,NA,"NT"
"bird","Eriocnemis derbyi","Eriocnemis derbyi","NT","A2c+3c+4c;B1ab(i,ii,iii,iv,v)",1,NA,"NT"
"bird","Eriocnemis glaucopoides","Eriocnemis glaucopoides","LC","0",1,NA,"LC"
"bird","Eriocnemis isabellae","Eriocnemis isabellae","CR","B1ab(iii)+2ab(iii)",1,NA,"CR"
"bird","Eriocnemis luciani","Eriocnemis luciani","LC","0",1,NA,"LC"
"bird","Eriocnemis mirabilis","Eriocnemis mirabilis","CR","B1ab(i,ii,iii,v)",1,NA,"EN"
"bird","Eriocnemis mosquera","Eriocnemis mosquera","LC","0",1,NA,"LC"
"bird","Eriocnemis nigrivestis","Eriocnemis nigrivestis","CR","B1ab(i,ii,iii,v)",1,NA,"CR"
