"class","SCINAME.old","SCINAME","Current.RL.status","Current.Criteria","Trace.forspp","MWnotes","category"
"amphibian","Leptolalax heteropus","Leptobrachella heteropus","LC","",1,"","LC"
"amphibian","Leptolalax oshanensis","Leptobrachella oshanensis","LC","",1,"","LC"
"amphibian","Leptolalax pelodytoides","Leptobrachella pelodytoides","LC","",1,"","LC"
"amphibian","Leptolalax pictus","Leptobrachella picta","VU","",1,"","LC"
"amphibian","Leptolalax pluvialis","Leptobrachella pluvialis","DD","",1,"","EN"
"amphibian","Leptolalax sungi","Leptobrachella sungi","DD","",1,"","LC"
"amphibian","Leptolalax tuberosus","Leptobrachella tuberosa","VU","",1,"","LC"
"amphibian","Leptopelis anchietae","Leptopelis anchietae","LC","",1,NA,"LC"
"amphibian","Leptopelis argenteus","Leptopelis argenteus","LC","",1,NA,"LC"
"amphibian","Leptopelis aubryi","Leptopelis aubryi","LC","",1,NA,"LC"
"amphibian","Leptopelis barbouri","Leptopelis flavomaculatus","VU","",1,"","LC"
"amphibian","Leptopelis boulengeri","Leptopelis boulengeri","LC","",1,NA,"LC"
"amphibian","Leptopelis brevirostris","Leptopelis brevirostris","LC","",1,NA,"LC"
"amphibian","Leptopelis broadleyi","Leptopelis argenteus","LC","",1,"","LC"
"amphibian","Leptopelis calcaratus","Leptopelis calcaratus","LC","",1,NA,"LC"
"amphibian","Leptopelis christyi","Leptopelis christyi","LC","",1,NA,"LC"
"amphibian","Leptopelis concolor","Leptopelis concolor","LC","",1,NA,"LC"
"amphibian","Leptopelis cynnamomeus","Leptopelis cynnamomeus","LC","",1,NA,"LC"
"amphibian","Leptopelis flavomaculatus","Leptopelis flavomaculatus","LC","",1,NA,"LC"
"amphibian","Leptopelis kivuensis","Leptopelis kivuensis","NT","",1,NA,"LC"
"amphibian","Leptopelis macrotis","Leptopelis macrotis","NT","",1,NA,"NT"
"amphibian","Leptopelis millsoni","Leptopelis millsoni","LC","",1,NA,"LC"
"amphibian","Leptopelis natalensis","Leptopelis natalensis","LC","",1,NA,"LC"
"amphibian","Leptopelis occidentalis","Leptopelis occidentalis","NT","",1,NA,"NT"
"amphibian","Leptopelis ocellatus","Leptopelis ocellatus","LC","",1,NA,"LC"
"amphibian","Leptopelis omissus","Leptopelis omissus","LC","",1,NA,"LC"
"amphibian","Leptopelis palmatus","Leptopelis palmatus","VU","",1,NA,"VU"
"amphibian","Leptopelis parbocagii","Leptopelis parbocagii","LC","",1,NA,"LC"
"amphibian","Leptopelis parkeri","Leptopelis parkeri","VU","",1,NA,"EN"
"amphibian","Leptopelis parvus","Leptopelis parvus","DD","",1,NA,"DD"
"amphibian","Leptopelis ragazzii","Leptopelis ragazzii","VU","",1,NA,"VU"
"amphibian","Leptopelis rufus","Leptopelis rufus","LC","",1,NA,"LC"
"amphibian","Leptopelis spiritusnoctis","Leptopelis spiritusnoctis","LC","",1,NA,"LC"
"amphibian","Leptopelis susanae","Leptopelis susanae","EN","",1,NA,"EN"
"amphibian","Leptopelis uluguruensis","Leptopelis uluguruensis","VU","",1,NA,"NT"
"amphibian","Leptopelis vannutellii","Leptopelis vannutellii","VU","",1,NA,"LC"
"amphibian","Leptopelis vermiculatus","Leptopelis vermiculatus","VU","",1,NA,"EN"
"amphibian","Leptopelis zebra","Leptopelis zebra","NT","",1,NA,"NT"
"amphibian","Leptophryne borbonica","Leptophryne borbonica","LC","",1,NA,"LC"
"amphibian","Leptophryne cruentata","Leptophryne cruentata","CR","",1,NA,"CR"
"amphibian","Limnonectes acanthi","Limnonectes acanthi","VU","",1,NA,"NT"
"amphibian","Limnonectes arathooni","Limnonectes arathooni","EN","",1,NA,"VU"
"amphibian","Limnonectes asperatus","Limnonectes asperatus","NT","",1,NA,"LC"
"amphibian","Limnonectes blythii","Limnonectes blythii","NT","",1,NA,"NT"
"amphibian","Limnonectes dabanus","Limnonectes dabanus","DD","",1,NA,"LC"
"amphibian","Limnonectes dammermani","Limnonectes dammermani","NT","",1,NA,"LC"
"amphibian","Limnonectes diuatus","Limnonectes diuatus","VU","",1,NA,"VU"
"amphibian","Limnonectes doriae","Limnonectes doriae","DD","",1,NA,"LC"
"amphibian","Limnonectes finchi","Limnonectes finchi","LC","",1,NA,"LC"
"amphibian","Limnonectes fragilis","Limnonectes fragilis","VU","",1,NA,"VU"
"amphibian","Limnonectes fujianensis","Limnonectes fujianensis","LC","",1,NA,"LC"
"amphibian","Limnonectes grunniens","Limnonectes grunniens","LC","",1,NA,"LC"
"amphibian","Limnonectes gyldenstolpei","Limnonectes gyldenstolpei","LC","",1,NA,"LC"
"amphibian","Limnonectes hascheanus","Limnonectes hascheanus","LC","",1,NA,"LC"
"amphibian","Limnonectes ibanorum","Limnonectes ibanorum","NT","",1,NA,"LC"
"amphibian","Limnonectes ingeri","Limnonectes ingeri","NT","",1,NA,"LC"
"amphibian","Limnonectes kadarsani","Limnonectes kadarsani","LC","",1,NA,"LC"
"amphibian","Limnonectes kenepaiensis","Limnonectes kenepaiensis","DD","",1,NA,"VU"
"amphibian","Limnonectes khammonensis","Limnonectes khammonensis","DD","",1,NA,"DD"
"amphibian","Limnonectes kohchangae","Limnonectes kohchangae","LC","",1,NA,"LC"
"amphibian","Limnonectes kuhlii","Limnonectes kuhlii","LC","",1,NA,"LC"
"amphibian","Limnonectes laticeps","Limnonectes laticeps","LC","",1,NA,"LC"
"amphibian","Limnonectes leporinus","Limnonectes leporinus","LC","",1,NA,"LC"
"amphibian","Limnonectes leytensis","Limnonectes leytensis","LC","",1,NA,"LC"
"amphibian","Limnonectes macrocephalus","Limnonectes macrocephalus","NT","",1,NA,"NT"
"amphibian","Limnonectes macrodon","Limnonectes macrodon","VU","",1,NA,"LC"
"amphibian","Limnonectes macrognathus","Limnonectes macrognathus","DD","",1,NA,"LC"
"amphibian","Limnonectes magnus","Limnonectes magnus","NT","",1,NA,"NT"
"amphibian","Limnonectes malesianus","Limnonectes malesianus","NT","",1,NA,"NT"
"amphibian","Limnonectes micrixalus","Limnonectes micrixalus","DD","",1,NA,"DD"
"amphibian","Limnonectes microdiscus","Limnonectes microdiscus","LC","",1,NA,"LC"
"amphibian","Limnonectes microtympanum","Limnonectes microtympanum","EN","",1,NA,"EN"
"amphibian","Limnonectes modestus","Limnonectes modestus","LC","",1,NA,"LC"
"amphibian","Limnonectes nitidus","Limnonectes nitidus","EN","",1,NA,"EN"
"amphibian","Limnonectes palavanensis","Limnonectes palavanensis","LC","",1,NA,"LC"
"amphibian","Limnonectes paramacrodon","Limnonectes paramacrodon","NT","",1,NA,"NT"
